CODIGO;COD_PROV;COD_FAB;TIPO;MARCA;PRESENT;DETALLE;ID_PROV;PROVE;STOCK;MINIMO;PTOPEDIR;STKCONS;C_ADQ_ANT;LISTA_ANT;PCIO_ANT;CTO_ADQ;FEC_ADQ;CTO_REP;FEC_ACT;LISTA;MG_RUBRO;MARGEN;PRECIO;ALIC_IVA;PCIOT;COD_ANT;VTO;FACTURA;CREDEN;MONEDA;COTIZ;DTOMAX;DTOEFE;DTOTAR;DTOTARC;STKSUC1;STKSUC2;STKSUC3;ID_MARCA;ID_RUBRO;ID_FLIA;ID_SFLIA;SUBPROD;CODIVA;STKINI;ID_MI;STKINI1
69;;;;MAGTECH;;CARABINA ORBEA C.22LR M.7022 SEMI KEVLAR PAVON;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A69;;0;1;PES;1;6;0;0;0;0;0;0;135;2;13;73;1;5;0;0;0
131;;;;ANGEL ROSSI;;CARG AR BERSA C.9 28TIROS;10321;ROSSI ANGEL  (CARGADORES);1;1;1;0;0;0;0;69000;2024-12-04;69000;2026-01-14;64000;30;126.3744;156198.35;0.21;189000;A131;;0;0;PES;1;20;0;0;0;0;0;0;12;1;14;21;0;5;8;0;0
172;;;;ANGEL ROSSI;;CARG AR BATAAN C.22 M.54 10T;10321;ROSSI ANGEL  (CARGADORES);0;1;1;0;16600;0;27685.95;15800;2024-07-04;15800;2026-01-14;15800;30;276.6084;59504.13;0.21;72000;A172;;0;0;PES;1;20;0;0;0;1;0;0;12;1;14;22;0;5;2;0;0
174;;;;ANGEL ROSSI;;CARG AR BERSA C.22 M.223/224//23;10321;ROSSI ANGEL  (CARGADORES);0;1;1;0;19600;0;32644.63;30000;2024-07-04;30000;2026-01-14;18700;30;98.3471;59504.13;0.21;72000;A174;;0;0;PES;1;20;0;0;0;0;0;0;12;1;14;21;0;5;0;0;0
175;;;;ANGEL ROSSI;;CARG AR BERSA C.22 M.62/64/223/224/226 10T SIMPLE ACCION;10321;ROSSI ANGEL  (CARGADORES);1;1;1;0;19600;0;32644.63;19600;2024-07-04;19600;2024-07-04;18700;30;203.5925;59504.13;0.21;72000;A175;;0;0;PES;1;20;0;0;0;1;0;0;12;1;14;21;0;5;4;0;0
183;;;;ANGEL ROSSI;;CARG AR BROWNING C.9 M.HP 15 TIROS;10321;ROSSI ANGEL  (CARGADORES);1;1;1;0;19500;0;32148.76;975;2024-07-04;19500;2024-07-04;19500;30;192.4348;57024.79;0.21;69000;A183;;0;0;PES;1;20;0;0;0;0;0;0;12;1;14;21;0;5;2;0;0
201;;;;ANGEL ROSSI;;CARG AR SAURIO TUBULAR CARABINA;10321;ROSSI ANGEL  (CARGADORES);0;1;1;0;19600;0;32644.63;37000;2024-07-04;37000;2026-01-14;18700;30;98.7938;73553.72;0.21;89000;A201;;0;0;PES;1;20;0;0;0;0;0;0;12;1;14;22;0;5;0;0;0
210;;;;ANGEL ROSSI;;CARG AR MAHELY C.22 10 TIROS;10321;ROSSI ANGEL  (CARGADORES);0;1;1;0;16600;0;27685.95;30000;2024-07-04;30000;2026-01-14;15800;30;98.3471;59504.13;0.21;72000;A210;;0;0;PES;1;20;0;0;0;0;0;0;12;1;14;22;0;5;1;0;0
644;;;;MISSION;;LIBRE CUCHILLO MISSION M.1306 CARBON;0;;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A644;;0;0;PES;1;20;0;0;0;0;0;0;146;6;20;69;0;5;0;0;0
646;;;;MISSION;;LIBRE CUCHILLO MISSION M.1306 N.16 ASTA GRANDE 25CM;0;;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A646;;0;0;PES;1;20;0;0;0;0;0;0;146;6;20;69;0;5;0;0;0
5186;;;;M;;CODIGO DISPONIBLE;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;2752;2023-11-21;0;30;75;4816;0.21;5827.36;A5186;;0;0;PES;1;0;0;0;0;0;0;0;132;12;23;69;0;5;0;0;0
773;PR00108;;;HDAVIS;;ACEITE HDAVID COMPUESTO SILICONADO PARA ORINGS 30ML GOTERO (PR00108);10304;LENKIEVICZ MATIAS DAVID;0;1;1;0;3738.59;0;7851.24;4973;2025-07-10;4973;2025-12-29;3738.6;30;99.4241;9917.36;0.21;12000;A773;;0;0;PES;1;20;0;0;0;0;0;0;250;1;31;5;0;5;2;0;0
1369;;;;MISSION;;JGO MISSION M.1854-2 N.16 ASADOR ASTA Y MAD EMBUT 1 BOT;0;;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A1369;;0;0;PES;1;20;0;0;0;0;0;0;146;6;30;69;0;5;0;0;0
2277;;;;MISSION;;PORTA PLATO MISSION M.668-1 VAQUETA JGO SIMPLE C/VASO;0;;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A2277;;0;0;PES;1;20;0;0;0;0;0;0;146;6;30;69;0;5;0;0;0
2285;;;;MISSION;;PORTA PLATO MISSION M.667-1 VAQUETA JGO SIMPLE;0;;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A2285;;0;0;PES;1;20;0;0;0;0;0;0;146;6;30;69;0;5;0;0;0
3030;;;;FENIX;;ACCES FENIX CARGADOR P/PILAS;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A3030;;0;0;USD;1050;20;0;0;0;0;0;0;83;5;25;56;0;5;0;0;0
3158;;;;MISSION;;MATE MISSION M.197 IMPERIAL VIROLON LISO;0;;4;1;1;0;0;0;0;31588;2023-11-21;31588;2025-07-21;0;30;101.4574;63636.36;0.21;77000;A3158;;0;0;PES;1;20;0;0;0;3;0;0;146;5;1;43;0;5;9;0;0
3469;141022;;;FOX;;REPUES FOX CARG P/PCP P15/10 Y M11/16/22  (141022);10607;LPA S.R.L;3;1;1;0;37498.83;29513.7;75206.61;37498.83;2025-12-29;37498.83;2025-12-29;37498.83;30;100.5572;75206.6116;0.21;91000;A3469;;0;0;PES;1;20;0;0;0;2;0;0;89;7;7;69;0;5;4;0;0
3888;;;;DSK;;CUCHILLO DSK M.PRIMITIVO HOJA 19CM CABO AZIS;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A3888;;0;0;PES;1;20;0;0;0;0;0;0;67;6;20;69;0;5;0;0;0
3889;;;;DSK;;CUCHILLO DSK M.PRIMITIVO HOJA 14CM CABO AXIS;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A3889;;0;0;PES;1;20;0;0;0;0;0;0;67;6;20;69;0;5;0;0;0
3890;;;;DSK;;CUCHILLO DSK M.PRIMITIVO HOJA 14CM CABO AXIS;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A3890;;0;0;PES;1;20;0;0;0;0;0;0;67;6;20;69;0;5;0;0;0
3930;;;;DSK;;CUCHILLO DSK M.CRIOLLO DP MONOACERO HOJA 14CM CABOS VARIOS;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A3930;;0;0;PES;1;20;0;0;0;0;0;0;67;6;20;69;0;5;0;0;0
3931;;;;DSK;;CUCHILLO DSK M.CRIOLLO DP MONOACERO HOJA 16CM CABOS VARIOS;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A3931;;0;0;PES;1;20;0;0;0;0;0;0;67;6;20;69;0;5;0;0;0
3932;;;;DSK;;CUCHILLO DSK M.CRIOLLO DP SAN MAI HOJA 14CM CABOS VARIOS;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A3932;;0;0;PES;1;20;0;0;0;0;0;0;67;6;20;69;0;5;1;0;0
3933;;;;DSK;;CUCHILLO DSK M.CRIOLLO DP DAMASCO LADER HOJA 14CM CABOS VARIOS;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A3933;;0;0;PES;1;20;0;0;0;0;0;0;67;6;20;69;0;5;0;0;0
3934;;;;DSK;;CUCHILLO DSK M.BOWIE DP MONOACERO HOJA 18CM CABOS VARIOS;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A3934;;0;0;PES;1;20;0;0;0;0;0;0;67;6;20;69;0;5;0;0;0
3935;;;;DSK;;CUCHILLO DSK M.FIGTHER DP MONOACERO HOJA 17CM CABOS VARIOS;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A3935;;0;0;PES;1;20;0;0;0;0;0;0;67;6;20;69;0;5;0;0;0
3936;;;;DSK;;CUCHILLO DSK M.HUNTER DP MONOACERO HOJA 13CM CABOS VARIOS;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A3936;;0;0;PES;1;20;0;0;0;0;0;0;67;6;20;69;0;5;0;0;0
3937;;;;DSK;;CUCHILLO DSK M.HUNTER DP SAN MAI HOJA 13CM CABOS VARIOS;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A3937;;0;0;PES;1;20;0;0;0;0;0;0;67;6;20;69;0;5;0;0;0
3938;;;;DSK;;CUCHILLO DSK M.HUNTER DP DAMASCO LADER HOJA 13CM CABOS VARIOS;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A3938;;0;0;PES;1;20;0;0;0;0;0;0;67;6;20;69;0;5;0;0;0
3939;;;;DSK;;CUCHILLO DSK M.SKINER DP MONOACERO HOJA 13CM ANCHA CABOS VARIOS;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A3939;;0;0;PES;1;20;0;0;0;0;0;0;67;6;20;69;0;5;0;0;0
3940;;;;DSK;;CUCHILLO DSK M.SKINER DP MONOACERO HOJA 13CM C/BRUTO CABOS VARIOS;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A3940;;0;0;PES;1;20;0;0;0;0;0;0;67;6;20;69;0;5;0;0;0
3995;;;;DSK;;CUCHILLO DSK M.CRIOLLO DP SAN MAI HOJA 16CM CABOS VARIOS;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A3995;;0;0;PES;1;20;0;0;0;0;0;0;67;6;20;69;0;5;0;0;0
3996;;;;DSK;;JGO DSK M.CRIOLLO MONOACERO 13CM CABOS VARIOS;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A3996;;0;0;PES;1;20;0;0;0;0;0;0;67;6;30;69;0;5;0;0;0
4015;;;;DSK;;JGO DSK M.CRIOLLO MONOACERO 14CM CABOS VARIOS;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A4015;;0;0;PES;1;20;0;0;0;0;0;0;67;6;30;69;0;5;0;0;0
4016;;;;DSK;;CUCHILLO DSK M.SKINER MONOACERO HOJA 10CM CABOS VARIOS;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A4016;;0;0;PES;1;20;0;0;0;0;0;0;67;6;20;69;0;5;0;0;0
4017;;;;DSK;;CUCHILLO DSK M.CRIOLLO DP DAMASCO LADER HOJA 16CM CABOS VARIOS;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A4017;;0;0;PES;1;20;0;0;0;0;0;0;67;6;20;69;0;5;0;0;0
4072;;;;DSK;;CUCHILLO DSK M.FIGTHER DAMASCO TURCO HOJA 18CM CABO CIERVO;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A4072;;0;0;PES;1;20;0;0;0;0;0;0;67;6;20;69;0;5;0;0;0
4073;;;;DSK;;JGO DSK M.CRIOLLO SAN MAI 16CM CABOS VARIOS;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A4073;;0;0;PES;1;20;0;0;0;0;0;0;67;6;30;69;0;5;0;0;0
4074;;;;DSK;;JGO DSK M.CRIOLLO DAMASCO 16CM CABOS VARIOS;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A4074;;0;0;PES;1;20;0;0;0;0;0;0;67;6;30;69;0;5;0;0;0
4075;;;;DSK;;CUCHILLO DSK M.VERIJERO SAN MAI HOJA 10CM CABOS VARIOS;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A4075;;0;0;PES;1;20;0;0;0;0;0;0;67;6;20;69;0;5;0;0;0
4278;A4278;;;STEELPRO;;ANTEOJO STEELPRO M.AERO CLARO (213C);10;ABBA LUIS RODOLFO;-2;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A4278;;0;0;PES;1;20;0;0;0;0;0;0;202;1;46;70;0;5;0;0;0
4327;;;;BROWNING;;ESC BROWNING C.20 M.B525 CAZA 71CM FULL;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;2538;2023-11-21;0;30;40;3553.2;0.21;4299.372;A4327;;0;1;PES;1;6;0;0;0;0;0;0;36;2;21;71;1;5;0;0;0
4450;;;;BROWNING;;ESC BROWNING C.20 M.SILVER HUNTER CAZA 71CM FULL MADERA;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;383707;2023-11-21;0;30;40;537189.8;0.21;649999.658;A4450;;0;1;PES;1;6;0;0;0;0;0;0;36;2;21;71;1;5;0;0;0
4457;;;;BROWNING;;ESC BROWNING C.16 M.SILVER HUNTER CAZA 71CM FULL MADERA;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;442739;2023-11-21;0;30;40;619834.6;0.21;749999.866;A4457;;0;1;PES;1;6;0;0;0;0;0;0;36;2;21;71;1;5;0;0;0
4539;;;;TORNADO;;RIFLE PCP TORNADO C.7,62  BULL PUB C/CARG ROTATIVO;0;;1;1;1;0;0;0;0;300000;2023-11-21;300000;2026-04-16;0;30;90.0826;570247.93;0.21;690000;A4539;;0;0;PES;1;20;0;0;0;0;0;0;217;7;45;55;0;5;1;0;0
4581;;;;MISSION;;PORTA PLATO MISSION M.620 T27 SIMPLE;0;;0;1;1;0;0;0;0;0;2023-11-21;17356.8;2024-02-22;0;30;100;34713.6;0.21;42003.46;A4581;;0;0;PES;1;20;0;0;0;0;0;0;146;6;30;69;0;5;0;0;0
4582;;;;MISSION;;PORTA PLATO MISSION M.620-1 T27 SIMPLE;0;;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A4582;;0;0;PES;1;20;0;0;0;0;0;0;146;6;30;69;0;5;0;0;0
4583;;;;MISSION;;PORTA PLATO MISSION M.620-2 T27 SIMPLE;0;;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A4583;;0;0;PES;1;20;0;0;0;0;0;0;146;6;30;69;0;5;0;0;0
4585;;;;MISSION;;PORTA PLATO MISSION M.620-4 T27 SIMPLE C/VASO;0;;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A4585;;0;0;PES;1;20;0;0;0;0;0;0;146;6;30;69;0;5;0;0;0
4586;;;;MISSION;;PORTA PLATO MISSION M.620-5 T27 SIMPLE C/VASO;0;;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A4586;;0;0;PES;1;20;0;0;0;0;0;0;146;6;30;69;0;5;0;0;0
5105;;;;MAUSER;;US FUSIL MAUSER C.7.62 M.1909 INFANT ORIG;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A5105;;0;1;PES;1;20;0;0;0;0;0;0;138;3;41;36;1;5;0;0;0
5106;;;;TIKKA;;US FUSIL TIKKA C.300WIN M.T3X SINT VARMINT;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;185000;2023-11-21;0;30;279.8;702630;0.21;850182.3;A5106;;0;1;PES;1;20;0;0;0;0;0;0;214;3;41;36;1;5;0;0;0
5187;;;;M;;CODIGO DISPONIBLEE;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;2752;2023-11-21;0;30;75;4816;0.21;5827.36;A5187;;0;0;PES;1;0;0;0;0;0;0;0;132;12;23;69;0;5;0;0;0
5327;;;;MISSION;;JGO MISSION M.1828 N.16 CHICO C/CHAIRA A.C;0;;0;1;1;0;0;0;0;0;2023-11-21;7464.3562;2023-11-21;0;30;100;14928.7124;0.21;18063.742;A5327;;0;0;PES;1;20;0;0;0;0;0;0;146;6;20;69;0;5;0;0;0
5328;;;;MISSION;;JGO MISSION M.1858 PARRILLERO C/RESORTE CHICO;0;;0;1;1;0;0;0;0;0;2023-11-21;5683.7066;2023-11-21;0;30;100;11367.4132;0.21;13754.57;A5328;;0;0;PES;1;20;0;0;0;0;0;0;146;6;20;69;0;5;1;0;0
818;;;;M;;Alpacuna Inta 160cm 750 gris topo;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;AlpacunaInta160 750;;0;0;PES;1;0;0;0;0;0;0;0;132;12;23;69;0;5;0;0;0
6044;;;;EL CIMARRON;;REMERA CIMARRON  TERMICA T.2XL CAMO 3D BOSQUE;9679;FRANGI ALCIDES ORLANDO Y FRANG;0;1;1;0;0;0;0;6776.86;2024-04-25;6776.86;2024-04-25;13553.72;30;300;27107.438;0.21;32800;A4627;;0;0;PES;1;20;0;0;0;0;0;0;243;8;26;62;0;5;1;0;0
6055;;;;EL CIMARRON;;GORRA CIMARRON CAMO 3D;9679;FRANGI ALCIDES ORLANDO Y FRANG;1;1;1;0;5867.77;0;12396.69;1173.55;2024-04-25;5867.77;2024-04-25;5867.77;30;111.2599;12396.2479;0.21;14999.46;A1216;;0;0;PES;1050;20;0;0;0;0;0;0;243;8;26;2;0;5;6;0;0
6056;;;;EL CIMARRON;;CUELLO CIMARRON CAMO;9679;FRANGI ALCIDES ORLANDO Y FRANG;1;1;1;0;4958.68;0;9917.36;991.74;2024-04-25;4958.68;2024-04-25;4958.68;30;100.0001;9917.3636;0.21;12000.01;A1216;;0;0;PES;1050;20;0;0;0;1;0;0;243;8;26;2;0;5;8;0;0
6057;;;;EL CIMARRON;;CUELLO CIMARRON CAMO INVIERNO;9679;FRANGI ALCIDES ORLANDO Y FRANG;0;1;1;0;4958.68;0;9917.36;991.74;2024-04-25;4958.68;2024-04-25;4958.68;30;100;9917.36;0.21;12000.01;A1216;;0;0;PES;1050;20;0;0;0;0;0;0;243;8;26;2;0;5;1;0;0
6058;;;;EL CIMARRON;;MALETA CIMARRON CAMO PORTA CARNE;9679;FRANGI ALCIDES ORLANDO Y FRANG;0;1;1;0;21489.6;0;42979.2;21487.6;2024-04-25;21487.6;2024-04-25;21487.6;30;100;42975.1983;0.21;51999.99;A1216;;0;0;PES;1050;20;0;0;0;0;0;0;243;8;26;2;0;5;0;0;0
6059;;;;EL CIMARRON;;POLAINA CIMARRON CAMO;9679;FRANGI ALCIDES ORLANDO Y FRANG;4;1;1;0;17851.24;0;35702.48;8925.62;2024-04-25;17851.24;2024-04-25;17851.24;30;100;35702.4793;0.21;43200;A1216;;0;0;PES;1050;20;0;0;0;0;0;0;243;8;26;2;0;5;4;0;0
6192;;;;ACTIVE;;CART C.12 ACTIVE 28GRS MUNICION 7.5 X25UNIDADES;9847;CANGEMI PABLO ANDRES;0;1;1;0;0;0.68;1.0579;0.51;2024-06-24;0.51;2024-06-25;0.68;30;54.902;0.79;0.21;0.96;A2658;;0;1;USD;1050;10;0;0;0;0;0;0;257;10;15;69;0;5;1450;0;0
6315;PR00390;;;HDAVIS;;CORREA HDAVIS M.TACTICA 2 PUNTOS 50MM C/MOSQUETON CORDURA (PR00390);10304;LENKIEVICZ MATIAS DAVID;2;1;1;0;9681.57;0;20661.16;12890;2025-07-10;12890;2025-12-29;9681.57;30;105.169;26446.28;0.21;32000;A3573;;0;0;PES;1;20;0;0;0;0;0;0;250;1;4;8;0;5;3;0;0
6649;PR00684;;;HDAVIS;;FIBRA OPTICA HDAVID 2MM X 50CM P/TIRO COL VAR (PR00684);10304;LENKIEVICZ MATIAS DAVID;0;1;1;0;5213.8;0;10743.8;6800;2025-07-10;6800;2025-12-29;5213.8;30;106.6116;14049.59;0.21;17000;A3750;;0;0;PES;1050;20;0;0;0;0;0;0;250;1;4;8;0;5;-1;0;0
6651;PR00683;;;HDAVIS;;FIBRA OPTICA HDAVID 1.5MM X 50CM P/TIRO COL VAR (PR00683);10304;LENKIEVICZ MATIAS DAVID;0;1;1;0;3723.84;0;8264.46;5170;2025-07-10;5170;2025-12-29;3723.85;30;107.8104;10743.8;0.21;13000;A3750;;0;0;PES;1050;20;0;0;0;0;0;0;250;1;4;8;0;5;-1;0;0
6662;PR00124;;;HDAVIS;;ACCES HDAVIS ACOPLE PCP CORTO M.PR900/P15/P10/FOSTER (PR00124);10304;LENKIEVICZ MATIAS DAVID;3;1;1;0;4095.21;0;8264.46;4960;2025-07-10;4960;2025-12-29;4095.21;30;99.9468;9917.36;0.21;12000;A3629;;0;0;PES;1;20;0;0;0;1;0;0;250;7;7;69;0;5;3;0;0
6663;PR00164;;;HDAVIS;;BASE HDAVID ADAPT RIEL 11MM A PICATINNY EXTENDIDO (PR00164);10304;LENKIEVICZ MATIAS DAVID;0;1;1;0;9484.17;10075.77;19834.71;16150;2025-07-10;16150;2025-12-29;9484.18;30;99.5753;32231.41;0.21;39000;A3359;;0;0;PES;1;20;0;0;0;0;0;0;250;1;4;46;0;5;-1;0;0
6671;PR00231;;;HDAVIS;;MONTAJE HDAVID LINTERNA QR PICATINNY ALTA TUBO 25/30 (PR00231);10304;LENKIEVICZ MATIAS DAVID;1;1;1;0;15641.4;10075.77;32231.41;20895;2025-07-10;20895;2025-12-29;15641.41;30;101.717;42148.76;0.21;51000;A3359;;0;0;PES;1;20;0;0;0;0;0;0;250;1;4;46;0;5;-1;0;0
6672;PR00328;;;HDAVIS;;MONTAJE HDAVID LINTERNA QR PICATINNY BAJA TUBO 25/30 (PR00328);10304;LENKIEVICZ MATIAS DAVID;1;1;1;0;14742.94;10075.77;30578.51;20570;2025-07-10;20570;2025-12-29;14742.94;30;100.8863;41322.31;0.21;50000;A3359;;0;0;PES;1;20;0;0;0;0;0;0;250;1;4;46;0;5;-1;0;0
6687;PR00531;;;HDAVIS;;CULATA HDAVIS M.MFT NEGRO P/AR15/M4 BAR9 (PR00531);10304;LENKIEVICZ MATIAS DAVID;1;1;1;0;31272.73;79.8;63636.36;41630;2025-07-10;41630;2025-12-29;31272.73;30;98.5218;82644.63;0.21;100000;A4633;;0;0;PES;1050;20;0;0;0;0;0;0;250;1;4;8;0;5;0;0;0
6688;PR00093;;;HDAVIS;;MONTAJE HDAVID MIRA 11MM ALTO TUBO 25 (PR00093);10304;LENKIEVICZ MATIAS DAVID;2;1;1;0;11829.42;10075.77;24793.39;15600;2025-07-10;15600;2025-12-29;11829.42;30;106.6116;32231.41;0.21;39000;A3359;;0;0;PES;1;20;0;0;0;3;0;0;250;1;4;46;0;5;-2;0;0
6689;PR00094;;;HDAVIS;;MONTAJE HDAVID MIRA 11MM BAJO TUBO 25 (PR00094);10304;LENKIEVICZ MATIAS DAVID;-1;1;1;0;11829.42;10075.77;24793.39;15600;2025-07-10;15600;2025-12-29;11829.42;30;106.6116;32231.41;0.21;39000;A3359;;0;0;PES;1;20;0;0;0;0;0;0;250;1;4;46;0;5;-2;0;0
6727;15792;;;NORMA;;BALA C.308W NORMA 150GRS SP (15792);10488;GOMEZ ADRIAN EZEQUIEL;-60;1;1;0;1.82;1.82;2.8099;1.8;2026-03-30;1.8;2026-03-30;1.8;30;54.2722;2.7769;0.21;3.36;A3334;;0;1;USD;1050;6;0;0;0;-100;0;0;268;10;9;69;0;5;-100;0;0
5063;220335;;;AGUILA;;BALA C.22LR AGUILA PH AV COBRE 38GRS GOLDEL EAGLE (X50);8;ABACA NORBERTO GUSTAVO;18700;1;1;0;0.14;0.1;0.23;202.81;2026-05-14;202.81;2026-05-14;202.81;30;62.9991;330.5785;0.21;400;A5063;;0;1;PES;1050;10;0;0;0;-4200;0;0;5;10;9;69;0;5;-650;0;0
4283;900473;;;STEELPRO;;PROT AUDIT STEELPRO M.REUTILIZ C/CORDON (401A);10;ABBA LUIS RODOLFO;-3;1;1;0;588.37;0;1652.89;588.37;2025-01-03;588.37;2025-01-03;588.37;30;180.9274;1652.8926;0.21;2000;A4283;;0;0;PES;1;20;0;0;0;0;0;0;202;1;46;70;0;5;-20;0;0
5042;;;;M;;SERVICIOS EMPRESARIALES;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A5042;;0;0;PES;1;0;0;0;0;0;0;0;132;12;23;69;0;5;0;0;0
5098;;;;LAMBER;;COD LIBRE US ESC LAMBER C.12 M.SUPERP 75CM EA COMPEN;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;82644.6281;2023-11-21;0;30;999;908264.4628;0.21;1099000;A5098;;0;1;PES;1;20;0;0;0;0;0;0;119;3;41;31;1;5;0;0;0
5100;;;;COLT;;"COD LIBRE US REV COLT C.44MG M.ANACONDA 6"" INOX";10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;75000;2023-11-21;0;30;653.8;565350;0.21;684073.5;A5100;;0;1;PES;1;20;0;0;0;0;0;0;57;3;41;68;1;5;0;0;0
5101;;;;TAURUS;;COD LIBRE US REV TAURUS C.357 2.5 PAVON 6TIROS;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A5101;;0;1;PES;1;20;0;0;0;0;0;0;212;3;41;68;1;5;0;0;0
5236;;;;TAURUS;;"US REV TAURUS C.357 6"" TRAKKER INOX 6TIROS  N.KN171468";10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;442776;2023-11-21;442776;2026-04-08;0;30;123.9813;991735.54;0.21;1200000;A5236;;0;1;PES;1;20;0;0;0;0;0;0;212;3;41;68;1;5;0;0;0
5235;;;;HATSAN;;US ESC HATSAN C.12 20 M.REPET AIMGUARD C/PIST GRIP N.676454;10;ABBA LUIS RODOLFO;0;1;1;0;0;0;0;170988;2023-11-21;170988;2026-04-24;0;30;165.8347;454545.45;0.21;550000;A5235;;0;1;PES;1;20;0;0;0;0;0;0;99;3;41;31;1;5;0;0;0
