CODIGO;COD_PROV;COD_FAB;TIPO;MARCA;PRESENT;DETALLE;ID_PROV;PROVE;STOCK;MINIMO;PTOPEDIR;STKCONS;C_ADQ_ANT;LISTA_ANT;PCIO_ANT;CTO_ADQ;FEC_ADQ;CTO_REP;FEC_ACT;LISTA;MG_RUBRO;MARGEN;PRECIO;ALIC_IVA;PCIOT;COD_ANT;VTO;FACTURA;CREDEN;MONEDA;COTIZ;DTOMAX;DTOEFE;DTOTAR;DTOTARC;STKSUC1;STKSUC2;STKSUC3;ID_MARCA;ID_RUBRO;ID_FLIA;ID_SFLIA;SUBPROD;CODIVA;STKINI;ID_MI;STKINI1
5611;115002-55;;;FOX;;RIFLE PCP FOX C.5.5 M.PREDATOR BULLPUB SINTETICOA CARG (115002-55);3810;GUARDATTI MARIANO;0;1;1;0;0;0;0;0;2023-11-21;186440.08;2025-09-11;0;30;45;270338.12;0.21;327109.13;A5611;;0;0;PES;1;20;0;0;0;0;0;0;89;7;45;55;0;5;0;0;0
5610;115001-55;115001-55;;FOX;;RIFLE PCP FOX C.5.5 M.PPREDATOR CARABINA SINTETICOA CARG (115001-55);3810;GUARDATTI MARIANO;1;1;1;0;346275.87;346275.87;628099.1736;346275;2026-06-29;346275;2026-06-29;346275;30;81.3874;628099.1736;0.21;760000;A5610;;0;0;PES;1;20;0;0;0;0;0;0;89;7;45;55;0;5;1;0;0
5530;115001-63;;;FOX;;RIFLE PCP FOX C.6.35 M.PREDATOR CARABINA SINT C/CARG (115001-63);3810;GUARDATTI MARIANO;1;1;0;0;272550;272550;533677.68;329785.67;2025-10-07;329785.67;2025-10-07;329785.67;0;80.4327;595041.32;0.21;720000;;;0;0;PES;1;20;0;0;0;0;0;0;89;7;45;55;0;5;0;0;0
5538;;;;FOX;;RIFLE PCP FOX C.5.5 M.PR900S C/VALVUA SINTETIRO 114991RP;3810;GUARDATTI MARIANO;0;1;1;0;182853.62;174146.81;283423.11;91426.95;2024-06-18;182854.15;2025-09-11;174146.81;30;55;283423.93;0.21;342942.96;A4441;;0;0;PES;1;20;0;0;0;0;0;0;89;7;45;55;0;5;2;0;0
6158;115119;;;FOX;;REVOLVER FOX CO2 C.50 M.DEFENDER + 50POSTAS (115119);3810;GUARDATTI MARIANO;0;1;0;0;0;0;0;85749.3;;90036.77;2025-09-11;0;0;75;157564.34;0.21;190652.86;;;0;0;PES;1;20;0;0;0;2;0;0;89;7;44;38;0;5;2;0;0
6184;;;;FOX;;RIFLE NITRO FOX C.5,5 M.SR-1000 NADERA COMP 114988NCM;3810;GUARDATTI MARIANO;0;1;1;0;89452.54;83600.61;129752.07;44726.27;2024-08-14;87780.64;2025-09-11;83600.61;30;63.1132;143181.82;0.21;173250;A3090;;0;0;PES;1;20;0;0;0;0;0;0;89;7;45;48;0;5;0;0;0
6185;;;;FOX;;RIFLE PCP FOX C.5.5 M.M25 SINTETICO 11TIROS CARGADOR 115000-55;3810;GUARDATTI MARIANO;0;1;1;0;333683;333683;658636.37;340130.54;2025-10-07;340130.54;2025-10-07;340130.54;30;79.8046;611570.25;0.21;740000;A4036;;0;0;PES;1;20;0;0;0;1;0;0;89;7;45;55;0;5;1;0;0
6186;;;;FOX;;RIFLE PCP FOX C.6.35 M.M30 BULLBARREL SINT CARGADOR 114995-635;3810;GUARDATTI MARIANO;0;1;1;0;386421;386421;746280.99;467573.63;2025-10-07;467573.63;2025-10-07;467573.63;30;74.9846;818181.82;0.21;990000;A3555;;0;0;PES;1;20;0;0;0;0;0;0;89;7;45;55;0;5;0;0;0
6190;;;;FOX;;RIFLE NITRO FOX C.5,5 M.COMBAT C.CARGADOR 12T SINT 114988CO;3810;GUARDATTI MARIANO;0;1;1;0;144115.12;0;288230.24;144115.15;2024-06-18;151320.91;2025-09-11;144115.15;30;55;234547.4;0.21;283802.36;A3090;;0;0;PES;1;20;0;0;0;0;0;0;89;7;45;48;0;5;1;0;0
6257;;;;FOX;;RIFLE NITRO FOX C.5,5 M.RANGER 114988RA;3810;GUARDATTI MARIANO;1;1;1;0;119336;119335.89;238842.98;119336;2026-06-29;119336;2026-06-29;119336;30;100.1433;238842.9752;0.21;289000;A3089;;0;0;PES;1;20;0;0;0;0;0;0;89;7;45;48;0;5;3;0;0
6258;140170;;;FOX;;REPUES FOX KIT RAPARAC N.2 CUERO G1, ARAN Y TORNILLO (140170);3810;GUARDATTI MARIANO;0;1;1;0;3276;0;7024.79;1638.11;2024-08-14;3440.02;2025-09-11;3276.21;30;142.1664;8330.57;0.21;10080;A3468;;0;0;PES;1;20;0;0;0;1;0;0;89;7;7;69;0;5;2;0;0
6259;140565;;;APOLO;;REPUES FOX SOPAPA P/NITRO RANGER/COMPACT (140565);3810;GUARDATTI MARIANO;0;1;1;0;2705.4;1806.29;6198.35;1352.87;2024-08-14;2841.03;2025-09-11;2705.74;30;159.6255;7376.03;0.21;8925;A844;;0;0;PES;1;20;0;0;0;0;0;0;14;7;7;69;0;5;1;0;0
6260;140566;;;APOLO;;REPUES FOX SOPAPA P/NITRO REBEL (140566);3810;GUARDATTI MARIANO;2;1;1;0;2705.4;1806.29;6198.35;1352.87;2024-08-14;1896.6;2025-09-11;1806.29;30;160.7964;4946.28;0.21;5985;A844;;0;0;PES;1;20;0;0;0;1;0;0;14;7;7;69;0;5;3;0;0
6308;PR00080;;;HDAVIS;;BASE HDAVIS ADAPT RIEL 11MM A PICATINY CORTO PISTOLA (PR00080);3810;GUARDATTI MARIANO;0;1;1;0;0;0;20151.54;9483.47;2024-02-20;9957.64;2025-09-11;10075.77;30;99.5643;19871.9;0.21;24045;A3359;;0;0;PES;1;20;0;0;0;0;0;0;250;1;4;46;0;5;0;0;0
6309;PR00183;;;HDAVIS;;BASE HDAVIS ADAPT RIEL 11MM A PICTINNY EXTENDIDO (PR00183);3810;GUARDATTI MARIANO;0;1;1;0;0;0;20151.54;12967.07;2024-02-20;13615.42;2025-09-11;10075.77;30;100.7629;27334.71;0.21;33075;A3359;;0;0;PES;1;20;0;0;0;0;0;0;250;1;4;46;0;5;1;0;0
6322;PR00251;;;HDAVIS;;RIEL HDAVIS PICATINY 45GR 5 SLOT LIVIANO (PR00251);3810;GUARDATTI MARIANO;0;1;1;0;0;0;20151.54;9945.7;2024-02-20;10442.99;2025-09-11;10075.77;30;107.7396;21694.22;0.21;26250;A3359;;0;0;PES;1;20;0;0;0;0;0;0;250;1;4;46;0;5;3;0;0
6323;PR00322;;;HDAVIS;;RIEL HDAVIS PICATINY 7 SLOT  C/LOOP MLOK/KEYMOD (PR00322);3810;GUARDATTI MARIANO;0;1;1;0;0;0;20151.54;14955.79;2024-02-20;15703.58;2025-09-11;10075.77;30;101.6964;31673.55;0.21;38325;A3359;;0;0;PES;1;20;0;0;0;1;0;0;250;1;4;46;0;5;4;0;0
6324;PR00027;;;HDAVIS;;RIEL HDAVIS PICATINY 3 SLOT  MLOK (PR00027);3810;GUARDATTI MARIANO;1;1;1;0;0;0;20151.54;8778.88;2024-02-20;9217.82;2025-09-11;10075.77;30;102.4017;18657.03;0.21;22575;A3359;;0;0;PES;1;20;0;0;0;1;0;0;250;1;4;46;0;5;4;0;0
6325;PR00028;;;HDAVIS;;RIEL HDAVIS PICATINY 5 SLOT  MLOK (PR00028);3810;GUARDATTI MARIANO;0;1;1;0;0;0;20151.54;10304.69;2024-02-20;10819.92;2025-09-11;10075.77;30;99.7004;21607.44;0.21;26145;A3359;;0;0;PES;1;20;0;0;0;0;0;0;250;1;4;46;0;5;4;0;0
6326;PR00029;;;HDAVIS;;RIEL HDAVIS PICATINY 7 SLOT  MLOK (PR00029);3810;GUARDATTI MARIANO;0;1;1;0;0;0;20151.54;10967;2024-02-20;11515.35;2025-09-11;10075.77;30;102.7119;23342.98;0.21;28245;A3359;;0;0;PES;1;20;0;0;0;0;0;0;250;1;4;46;0;5;2;0;0
6329;PR00557;;;HDAVIS;;RIEL HDAVIS PICATINY P/REMING 700 VECTOR OPTIC (PR00557);3810;GUARDATTI MARIANO;0;1;1;0;0;0;20151.54;46586.18;2024-02-20;48915.49;2025-09-11;10075.77;30;104.0118;99793.39;0.21;120750;A3359;;0;0;PES;1;20;0;0;0;0;0;0;250;1;4;46;0;5;2;0;0
6330;PR00556;;;HDAVIS;;RIEL HDAVIS PICATINY P/TIKKA T3 VECTOR OPTIC (PR00556);3810;GUARDATTI MARIANO;0;1;1;0;0;0;20151.54;46160;2024-02-20;48468;2025-09-11;10075.77;30;100.5242;97190.08;0.21;117600;A3359;;0;0;PES;1;20;0;0;0;0;0;0;250;1;4;46;0;5;0;0;0
6331;PR00182;;;HDAVIS;;SET HDAVIS RIEL PICATINY POLIMERO M.LOCK COYOTE (PR00182);3810;GUARDATTI MARIANO;1;1;1;0;0;0;20151.54;15805.62;2024-02-20;16595.9;2025-09-11;10075.77;30;103.4008;33756.2;0.21;40845;A3359;;0;0;PES;1;20;0;0;0;0;0;0;250;1;4;46;0;5;1;0;0
6332;PR00271;;;HDAVIS;;PORTA CORREA HDAVID LOOP P/RIEL PICATINY (COYOTE (PR00271);3810;GUARDATTI MARIANO;2;1;1;0;0;0;20151.54;9132.23;2024-02-20;9588.84;2025-09-11;10075.77;30;99.0951;19090.91;0.21;23100;A3359;;0;0;PES;1;20;0;0;0;0;0;0;250;1;4;46;0;5;2;0;0
6333;PR00181;;;HDAVIS;;SET HDAVIS RIEL PICATINY POLIMERO M.LOCK NEGRO (PR00181);3810;GUARDATTI MARIANO;0;1;1;0;0;0;20151.54;15805.62;2024-02-20;16595.9;2025-09-11;10075.77;30;103.4008;33756.2;0.21;40845;A3359;;0;0;PES;1;20;0;0;0;0;0;0;250;1;4;46;0;5;1;0;0
6674;PR00474;;;HDAVIS;;MONTAJE HDAVID MIRA 21MM ALTO TUBO 25/30 (PR00474);3810;GUARDATTI MARIANO;0;1;1;0;26811.82;26811.82;55371.9008;26811.82;2025-08-07;28152.41;2025-09-11;8677;30;106.5205;58140.5;0.21;70350;A3359;;0;0;PES;1;20;0;0;0;0;0;0;250;1;4;46;0;5;-1;0;0
6675;PR00586;;;HDAVIS;;MONTAJE HDAVID MIRA 21MM BAJO REFOR TUBO 25/30 (PR00586);3810;GUARDATTI MARIANO;0;1;1;0;181549.46;181549.46;37190.0826;18154.96;2025-08-07;19062.71;2025-09-11;3551;30;104.848;39049.58;0.21;47250;A3359;;0;0;PES;1;20;0;0;0;0;0;0;250;1;4;46;0;5;-2;0;0
6676;PR00189;;;HDAVIS;;MONTAJE HDAVID MIRA 21MM MEDIO REFOR TUBO 25/30 (PR00189);3810;GUARDATTI MARIANO;0;1;1;0;18154.96;18154.96;37190.0826;18154.96;2025-08-07;19062.71;2025-09-11;4184;30;104.848;39049.58;0.21;47250;A3359;;0;0;PES;1;20;0;0;0;0;0;0;250;1;4;46;0;5;-4;0;0
6677;PR00485;;;HDAVIS;;MONTAJE HDAVID MIRA 11MM BAJA TUBO 30 (PR00485);3810;GUARDATTI MARIANO;3;1;1;0;13012.07;13012.07;27272.7273;17850;2025-08-07;17850;2025-12-29;87635;30;108.3478;37190.08;0.21;45000;A3359;;0;0;PES;1;20;0;0;0;1;0;0;250;1;4;46;0;5;-3;0;0
6754;121001;;;FOX;;CAJA FOX ARMAS M.BULL PUB 87X32X11  (121001);3810;GUARDATTI MARIANO;0;1;1;0;52584.52;0;105784.28;52584.5;2025-08-07;55213.73;2025-09-11;52584.5;30;118.4599;120619.83;0.21;145950;A2;;0;0;PES;1050;20;0;0;0;0;0;0;89;1;22;33;0;5;-1;0;0
6771;114121;;;GUARDATTI;;MONT GUARDATTI ABRAZADERA P/CAÑON/DEPOSITO PR900 (114121);3810;GUARDATTI MARIANO;1;1;1;0;2721.22;0;7438.02;2721;2025-08-07;2857.05;2025-09-11;2721;30;203.7288;8677.68;0.21;10500;A3551;;0;0;PES;1;20;0;0;0;0;0;0;94;1;4;46;0;5;0;0;0
6772;114150AR;;;GUARDATTI;;"MONT GUARDATTI ANTIRECOIL 11MM C.22 1"" Y 30MM  (114150AR)";3810;GUARDATTI MARIANO;0;1;1;0;21958;21958;52066.12;26573.02;2025-10-07;26573.02;2025-10-07;26573.02;30;102.1562;53719.0083;0.21;65000;A3363;;0;0;PES;1;20;0;0;0;1;0;0;94;1;4;46;0;5;0;0;0
6773;114152AR;;;GUARDATTI;;"MONT GUARDATTI ANTIRECOIL 21MM FUSIL 1"" Y 30MM  (114152AR)";3810;GUARDATTI MARIANO;0;1;1;0;21958;21958;52066.12;26573.02;2025-10-07;26573.02;2025-10-07;26573.02;30;102.1562;53719.0083;0.21;65000;A3363;;0;0;PES;1;20;0;0;0;0;0;0;94;1;4;46;0;5;0;0;0
6774;142300;;;FOX;;MANGUERA FOX P/INFLADOR  (142300);3810;GUARDATTI MARIANO;-1;1;1;0;0;0;0;8677.12;2023-11-21;9110.98;2025-09-11;0;30;119.0619;19958.67;0.21;24150;A4293;;0;0;PES;1;20;0;0;0;0;0;0;89;7;7;69;0;5;0;0;0
6775;140650;;;GUARDATTI;;REPUES GUARDATTI CONJ MUELLE P/DISPAR RIFLE CHINO (140650);3810;GUARDATTI MARIANO;2;1;1;0;0;0;0;3551;2023-11-21;3728.55;2025-09-11;0;30;132.7361;8677.68;0.21;10500;A2399;;0;0;PES;1;20;0;0;0;0;0;0;94;1;37;66;0;5;2;0;0
6777;114988FU;;;FOX;;RIFLE NITRO FOX C.5,5 M.FURY (114988FU);3810;GUARDATTI MARIANO;0;1;1;0;111339.9;111339.9;222314.05;111339;2026-06-29;111339;2026-06-29;111339;30;99.6731;222314.0496;0.21;269000;A3089;;0;0;PES;1;20;0;0;0;1;0;0;89;7;45;48;0;5;2;0;0
6778;114993;;;FOX;;RIFLE PCP FOX C.5.5 M.M11 (114993);3810;GUARDATTI MARIANO;0;1;1;0;386421.3;0;652892.56;386421;2025-08-07;405742.05;2025-09-11;386421;30;85.8548;754090.91;0.21;912450;A3349;;0;0;PES;1;20;0;0;0;1;0;0;89;7;45;55;0;5;0;0;0
6779;115004-635;;;FOX;;RIFLE PCP FOX C.6.35 M.BANDIT REG C/CARG 10T (115004-635);3810;GUARDATTI MARIANO;0;1;1;0;333683;0;570247.93;333683;2025-08-07;350367.15;2025-09-11;333683;30;88.2323;659504.13;0.21;798000;A3349;;0;0;PES;1;20;0;0;0;0;0;0;89;7;45;55;0;5;0;0;0
6780;115004-762;;;FOX;;RIFLE PCP FOX C.7.62 M.BANDIT REG C/CARG 8T (115004-762);3810;GUARDATTI MARIANO;0;1;1;0;400420.8;0;677685.95;400420;2025-08-07;420441;2025-09-11;400420;30;85.549;780123.97;0.21;943950;A3349;;0;0;PES;1;20;0;0;0;0;0;0;89;7;45;55;0;5;0;0;0
6781;220100-CA;;;FOX;;FUNDA FOX M.ACOLCHADA CAMO P/RIFLE (220100-CA);3810;GUARDATTI MARIANO;0;1;1;0;12219.3;0;28925.62;12219;2025-08-07;12829.95;2025-09-11;12219;30;96.1449;25165.29;0.21;30450;A1098;;0;0;PES;1;20;0;0;0;0;0;0;89;1;22;33;0;5;0;0;0
6834;;;;GUARDATTI;;ANILLA GUARDATTI ALUMINIO 1 WEAVER ALTA 114007H;3810;GUARDATTI MARIANO;23;1;1;0;8330.47;6888.6;17355.37;8330.48;2025-10-07;8330.48;2025-10-07;8330.48;30;108.3358;17355.3719;0.21;21000;A496;;0;0;PES;1;20;0;0;0;8;0;0;94;1;4;46;0;5;31;0;0
7081;;;;FOX;;RIFLE PCP FOX C.6.35 M.P35 BULLPUB MADERA CARGADOR 114995635;3810;GUARDATTI MARIANO;-1;1;1;0;0;0;413745.81;772264;2025-10-07;772264;2026-04-06;532288.14;30;76.5765;1363636.36;0.21;1650000;A4475;;0;0;PES;1;20;0;0;0;0;0;0;89;7;45;55;0;5;0;0;0
7215;;;;FOX;;RIFLE PCP FOX C.5.5 M.P35 BULLPUB SINTETICOA CARGADOR 114994-55;3810;GUARDATTI MARIANO;1;1;1;0;617731;532288.14;1115702.48;617731;2026-06-29;617731;2026-06-29;617731;30;80.613;1115702.4793;0.21;1350000;A4475;;0;0;PES;1;20;0;0;0;0;0;0;89;7;45;55;0;5;0;0;0
7216;;;;FOX;;RIFLE RESORTE FOX C.5,5 M.POLIMERO 114987P;3810;GUARDATTI MARIANO;0;1;1;0;70352.2;67485.64;140495.87;70352.2;2026-06-29;70352.2;2026-06-29;70352.2;30;99.7036;140495.8678;0.21;170000;A3351;;0;0;PES;1;20;0;0;0;1;0;0;89;7;45;67;0;5;1;0;0
6975;;;;CHEDDITE;;CART.CHEDDITE C.12 28GRS M.7.5/8;12946;GUARNIERI JORGE MARIO;-50;1;1;0;0.43;0.45;0.73;0.43;2025-12-16;0.43;2025-12-16;0.43;30;69.1395;0.7273;0.21;0.88;A5613;;0;1;USD;1050;15;0;0;0;300;0;0;273;10;15;69;0;5;250;0;0
6976;;;;CHEDDITE;;CART.CHEDDITE C.12 32GRS M.7.5;12946;GUARNIERI JORGE MARIO;250;1;1;0;0.43;0.45;0.76;0.43;2025-12-16;0.43;2025-12-16;0.43;30;76.814;0.7603;0.21;0.92;A5613;;0;1;USD;1050;15;0;0;0;0;0;0;273;10;15;69;0;5;250;0;0
3066;;;;SMITH & WESSON;;REV SMITH&WESSON C.357 M.686 6IN INOX;3861;GUN SHOP - JUSIL SA;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A3066;;0;1;USD;1050;6;0;0;0;0;0;0;199;2;44;29;1;5;0;0;0
3199;;;;SMITH & WESSON;;REV SMITH&WESSON C.44MG M.69 4 INOX ALZA REG;3861;GUN SHOP - JUSIL SA;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A3199;;0;1;USD;1050;6;0;0;0;0;0;0;199;2;44;29;1;5;0;0;0
3328;;;;SMITH & WESSON;;PIST SMITH&WESSON C.22LR M.MP COMPACT PAV C/ROSCA;3861;GUN SHOP - JUSIL SA;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A3328;;0;1;USD;1050;6;0;0;0;0;0;0;199;2;39;72;1;5;0;0;0
3913;;;;SMITH & WESSON;;PIST SMITH&WESSON C.380 M.MP COMPACT PAV C/LASER;3861;GUN SHOP - JUSIL SA;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A3913;;0;1;USD;1050;6;0;0;0;0;0;0;199;2;39;72;1;5;0;0;0
4028;;;;SMITH & WESSON;;REV SMITH&WESSON C.357 M.686PD 3IN 7T INOX LUJO;3861;GUN SHOP - JUSIL SA;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A4028;;0;1;USD;1050;6;0;0;0;0;0;0;199;2;44;29;1;5;0;0;0
5207;A5207;;;CZ;;US CARABINA MOSSBERG C.308 M.PATRIOT SINT PAV (MPR0097998);3891;GUTIERREZ RICARDO JESUS;0;1;1;0;590318;0;1239669.42;590318;2026-03-06;590318;2026-03-06;590318;30;110.0003;1239669.4215;0.21;1500000;A5207;;0;1;PES;1;10;0;0;0;0;0;0;62;3;41;20;1;5;0;0;0
56;;;;HOUSTON;;CANANA HOUSTON M.83B BANDOLERA TODO CALIBRE;4048;HOUSTON;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A56;;0;0;PES;1;20;0;0;0;0;0;0;108;1;4;78;0;5;0;0;0
57;;;;HOUSTON;;CANANA HOUSTON M.83C C.28/32/36;4048;HOUSTON;10;1;1;0;0;0;5152;18520;2026-03-12;18520;2026-03-12;18520;30;100;37040;0.21;44818.4;A57;;0;0;PES;1;20;0;0;0;1;0;0;108;1;4;78;0;5;6;0;0
58;;;;HOUSTON;;CANANA HOUSTON M.83D CART 50 TIROS;4048;HOUSTON;0;1;1;0;0;0;0;0;2023-11-21;7961;2023-11-21;0;30;100;15922;0.21;19265.62;A58;;0;0;PES;1;20;0;0;0;0;0;0;108;1;4;78;0;5;0;0;0
388;;;;HOUSTON;;CHALECO HOUSTON M.133L TACTICO VERANO;4048;HOUSTON;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A388;;0;0;PES;1;20;0;0;0;0;0;0;108;8;27;24;0;5;0;0;0
422;;;;HOUSTON;;CINTO HOUSTON C/CLAVE;4048;HOUSTON;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A422;;0;0;PES;1;20;0;0;0;0;0;0;108;8;27;1;0;5;0;0;0
423;;;;HOUSTON;;CINTO HOUSTON M.82 NATO 5,4 CM V/N;4048;HOUSTON;1;1;1;0;0;0;0;0;2023-11-21;3453;2023-11-21;0;30;100;6906;0.21;8356.26;A423;;0;0;PES;1;20;0;0;0;0;0;0;108;8;27;1;0;5;11;0;0
424;;;;HOUSTON;;CINTO HOUSTON M.82A TACT GP ESPECIALES;4048;HOUSTON;0;1;1;0;0;0;0;0;2023-11-21;2450;2023-11-21;0;30;100;4900;0.21;5929;A424;;0;0;PES;1;20;0;0;0;0;0;0;108;8;27;1;0;5;0;0;0
426;;;;HOUSTON;;CINTO HOUSTON M.82PR 4CM HEB PLAST CORDURA;4048;HOUSTON;0;1;1;0;0;0;0;0;2023-11-21;1691;2023-11-21;0;30;100;3382;0.21;4092.22;A426;;0;0;PES;1;20;0;0;0;0;0;0;108;8;27;1;0;5;2;0;0
428;;;;HOUSTON;;CINTO HOUSTON M.82T TIRO PRACTICO;4048;HOUSTON;2;1;1;0;0;0;0;0;2023-11-21;2204;2023-11-21;0;30;100;4408;0.21;5333.68;A428;;0;0;PES;1;20;0;0;0;0;0;0;108;8;26;2;0;5;3;0;0
441;;;;HOUSTON;;CORREA HOUSTON M.101B P/FUNDA ARMA LARGA;4048;HOUSTON;2;1;1;0;0;0;0;0;2023-11-21;751;2023-11-21;0;30;100;1502;0.21;1817.42;A441;;0;0;PES;1;20;0;0;0;0;0;0;108;1;4;8;0;5;4;0;0
444;;;;HOUSTON;;CORREA HOUSTON M.101N P/FUSIL COBRA;4048;HOUSTON;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A444;;0;0;PES;1;20;0;0;0;0;0;0;108;1;4;8;0;5;1;0;0
492;;;;HOUSTON;;CUBRE CULATA HOUSTON M.115;4048;HOUSTON;2;1;1;0;0;0;0;0;2023-11-21;1083;2023-11-21;0;30;100;2166;0.21;2620.86;A492;;0;0;PES;1;20;0;0;0;0;0;0;108;1;4;8;0;5;2;0;0
979;;;;HOUSTON;;ESPOSAS HOUSTON M.110AB CON BISAGRA;4048;HOUSTON;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A979;;0;0;PES;1;20;0;0;0;0;0;0;108;8;27;1;0;5;0;0;0
981;;;;HOUSTON;;ESTUCHE HOUSTON M.1 2  RECTANGULAR;4048;HOUSTON;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A981;;0;0;PES;1;20;0;0;0;0;0;0;108;1;22;32;0;5;0;0;0
984;;;;HOUSTON;;ESTUCHE HOUSTON M.22TF P/ESC 0.80 DESARM;4048;HOUSTON;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A984;;0;0;PES;1;20;0;0;0;0;0;0;108;1;22;33;0;5;0;0;0
985;;;;HOUSTON;;ESTUCHE HOUSTON M.3 4  RECTANGULAR;4048;HOUSTON;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A985;;0;0;PES;1;20;0;0;0;0;0;0;108;1;22;32;0;5;0;0;0
986;;;;HOUSTON;;ESTUCHE HOUSTON M.30TF FUSIL C/MIRA 125CM TERMOFOR;4048;HOUSTON;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A986;;0;0;PES;1;20;0;0;0;0;0;0;108;1;22;33;0;5;0;0;0
987;;;;HOUSTON;;ESTUCHE HOUSTON M.30TFCH CAMO FUSIL S/MIRA 125CM;4048;HOUSTON;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A987;;0;0;PES;1;20;0;0;0;0;0;0;108;1;22;33;0;5;0;0;0
988;;;;HOUSTON;;ESTUCHE HOUSTON M.32CTF ESC 7TIR 107CM TROM TERMOF;4048;HOUSTON;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A988;;0;0;PES;1;20;0;0;0;0;0;0;108;1;22;33;0;5;0;0;0
989;;;;HOUSTON;;ESTUCHE HOUSTON M.33B FUSIL 130CM C/MIRA;4048;HOUSTON;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A989;;0;0;PES;1;20;0;0;0;0;0;0;108;1;22;33;0;5;0;0;0
990;;;;HOUSTON;;ESTUCHE HOUSTON M.33BTF 130CM NEGRO TERMOF FUSIL C/MIRA;4048;HOUSTON;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A990;;0;0;PES;1;20;0;0;0;0;0;0;108;1;22;33;0;5;0;0;0
991;;;;HOUSTON;;ESTUCHE HOUSTON M.33TF 120CM NEGRO TERMOF FUSIL C/MIRA;4048;HOUSTON;-1;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A991;;0;0;PES;1;20;0;0;0;0;0;0;108;1;22;33;0;5;0;0;0
995;;;;HOUSTON;;ESTUCHE HOUSTON M.4 6  RECTANGULAR;4048;HOUSTON;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A995;;0;0;PES;1;20;0;0;0;0;0;0;108;1;22;32;0;5;1;0;0
998;;;;HOUSTON;;ESTUCHE HOUSTON M.86 P/VICTORINOX;4048;HOUSTON;0;1;1;0;0;0;0;0;2023-11-21;428;2023-11-21;0;30;100;856;0.21;1035.76;A998;;0;0;PES;1;20;0;0;0;0;0;0;108;6;2;69;0;5;0;0;0
999;;;;HOUSTON;;ESTUCHE HOUSTON M.86ATF PRIMEROS AUXILIOS;4048;HOUSTON;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A999;;0;0;PES;1;20;0;0;0;0;0;0;108;1;22;49;0;5;0;0;0
1000;;;;HOUSTON;;ESTUCHE HOUSTON M.86G P/VICTORINOX GDE;4048;HOUSTON;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A1000;;0;0;PES;1;20;0;0;0;0;0;0;108;6;2;69;0;5;0;0;0
1001;;;;HOUSTON;;TELA ALPACUNA INTA NEGRO;4048;HOUSTON;0;1;1;0;0;0;0;0;2023-11-21;2199.3636;2023-11-21;0;30;0;2199.3636;0.21;2661.23;A1001;;0;0;PES;1;20;0;0;0;0;0;0;108;6;2;69;0;5;0;0;0
1095;;;;HOUSTON;;FUNDA HOUSTON M.10L ESCOP QUEBRADA;4048;HOUSTON;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A1095;;0;0;PES;1;20;0;0;0;0;0;0;108;1;22;33;0;5;0;0;0
1096;;;;HOUSTON;;FUNDA HOUSTON M.20 PISTOLON REXIO SUP;4048;HOUSTON;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A1096;;0;0;PES;1;20;0;0;0;0;0;0;108;1;22;33;0;5;0;0;0
